flag_id,date,zone,hour,traffic_level,weather
4760,2026-05-24,Whitefield,7,medium,Clear
4761,2026-05-24,Whitefield,8,low,Clear
4762,2026-05-24,Whitefield,9,high,Clear
4763,2026-05-24,Whitefield,10,low,Clear
4764,2026-05-24,Whitefield,11,high,Clear
4765,2026-05-24,Whitefield,12,high,Cloudy
4766,2026-05-24,Whitefield,13,low,Cloudy
4767,2026-05-24,Whitefield,14,low,Rain
4768,2026-05-24,Whitefield,15,medium,Clear
4769,2026-05-24,Whitefield,16,medium,Rain
4770,2026-05-24,Whitefield,17,low,Clear
4771,2026-05-24,Whitefield,18,medium,Clear
4772,2026-05-24,Whitefield,19,medium,Clear
4773,2026-05-24,Whitefield,20,medium,Clear
4774,2026-05-24,Whitefield,21,medium,Clear
4775,2026-05-24,Whitefield,22,medium,Cloudy
4776,2026-05-24,Whitefield,23,low,Cloudy
4777,2026-05-25,Whitefield,0,low,Clear
4778,2026-05-25,Whitefield,1,low,Rain
4779,2026-05-25,Whitefield,2,low,Clear
4780,2026-05-25,Whitefield,3,low,Clear
4781,2026-05-25,Whitefield,4,medium,Clear
4782,2026-05-25,Whitefield,5,low,Clear
4783,2026-05-25,Whitefield,6,low,Clear
4784,2026-05-25,Whitefield,7,medium,Cloudy
4785,2026-05-25,Whitefield,8,medium,Rain
4786,2026-05-25,Whitefield,9,medium,Clear
4787,2026-05-25,Whitefield,10,low,Clear
4788,2026-05-25,Whitefield,11,low,Clear
4789,2026-05-25,Whitefield,12,high,Clear
4790,2026-05-25,Whitefield,13,low,Clear
4791,2026-05-25,Whitefield,14,low,Clear
4792,2026-05-25,Whitefield,15,low,Clear
4793,2026-05-25,Whitefield,16,high,Rain
4794,2026-05-25,Whitefield,17,low,Clear
4795,2026-05-25,Whitefield,18,medium,Rain
4796,2026-05-25,Whitefield,19,high,Clear
4797,2026-05-25,Whitefield,20,high,Clear
4798,2026-05-25,Whitefield,21,medium,Clear
4799,2026-05-25,Whitefield,22,medium,Clear
4800,2026-05-25,Whitefield,23,low,Clear
4801,2026-05-26,Whitefield,0,low,Rain
4802,2026-05-26,Whitefield,1,low,Clear
4803,2026-05-26,Whitefield,2,low,Rain
4804,2026-05-26,Whitefield,3,medium,Clear
4805,2026-05-26,Whitefield,4,low,Clear
4806,2026-05-26,Whitefield,5,low,Clear
4807,2026-05-26,Whitefield,6,high,Clear
4808,2026-05-26,Whitefield,7,high,Cloudy
4809,2026-05-26,Whitefield,8,medium,Cloudy
4810,2026-05-26,Whitefield,9,medium,Clear
4811,2026-05-26,Whitefield,10,medium,Clear
4812,2026-05-26,Whitefield,11,low,Clear
4813,2026-05-26,Whitefield,12,medium,Clear
4814,2026-05-26,Whitefield,13,high,Cloudy
4815,2026-05-26,Whitefield,14,low,Clear
4816,2026-05-26,Whitefield,15,low,Clear
4817,2026-05-26,Whitefield,16,low,Clear
4818,2026-05-26,Whitefield,17,low,Clear
4819,2026-05-26,Whitefield,18,high,Clear
4820,2026-05-26,Whitefield,19,high,Clear
4821,2026-05-26,Whitefield,20,high,Clear
4822,2026-05-26,Whitefield,21,medium,Clear
4823,2026-05-26,Whitefield,22,low,Clear
4824,2026-05-26,Whitefield,23,medium,Clear
4825,2026-05-27,Whitefield,0,low,Clear
4826,2026-05-27,Whitefield,1,low,Clear
4827,2026-05-27,Whitefield,2,low,Clear
4828,2026-05-27,Whitefield,3,low,Clear
4829,2026-05-27,Whitefield,4,medium,Clear
4830,2026-05-27,Whitefield,5,low,Rain
4831,2026-05-27,Whitefield,6,medium,Clear
4832,2026-05-27,Whitefield,7,low,Clear
4833,2026-05-27,Whitefield,8,low,Clear
4834,2026-05-27,Whitefield,9,low,Clear
4835,2026-05-27,Whitefield,10,medium,Rain
4836,2026-05-27,Whitefield,11,medium,Clear
4837,2026-05-27,Whitefield,12,medium,Clear
4838,2026-05-27,Whitefield,13,medium,Clear
4839,2026-05-27,Whitefield,14,high,Clear
4840,2026-05-27,Whitefield,15,medium,Clear
4841,2026-05-27,Whitefield,16,medium,Clear
4842,2026-05-27,Whitefield,17,low,Rain
4843,2026-05-27,Whitefield,18,high,Clear
4844,2026-05-27,Whitefield,19,medium,Clear
4845,2026-05-27,Whitefield,20,medium,Rain
4846,2026-05-27,Whitefield,21,high,Clear
4847,2026-05-27,Whitefield,22,low,Rain
4848,2026-05-27,Whitefield,23,medium,Clear
4849,2026-05-28,Whitefield,0,low,Clear
4850,2026-05-28,Whitefield,1,low,Rain
4851,2026-05-28,Whitefield,2,low,Clear
4852,2026-05-28,Whitefield,3,low,Rain
4853,2026-05-28,Whitefield,4,low,Clear
4854,2026-05-28,Whitefield,5,low,Clear
4855,2026-05-28,Whitefield,6,low,Clear
4856,2026-05-28,Whitefield,7,low,Cloudy
4857,2026-05-28,Whitefield,8,low,Clear
4858,2026-05-28,Whitefield,9,medium,Clear
4859,2026-05-28,Whitefield,10,low,Clear
4860,2026-05-28,Whitefield,11,low,Clear
4861,2026-05-28,Whitefield,12,high,Clear
4862,2026-05-28,Whitefield,13,high,Clear
4863,2026-05-28,Whitefield,14,low,Cloudy
4864,2026-05-28,Whitefield,15,high,Clear
4865,2026-05-28,Whitefield,16,low,Clear
4866,2026-05-28,Whitefield,17,low,Clear
4867,2026-05-28,Whitefield,18,high,Rain
4868,2026-05-28,Whitefield,19,high,Clear
4869,2026-05-28,Whitefield,20,high,Clear
4870,2026-05-28,Whitefield,21,medium,Clear
4871,2026-05-28,Whitefield,22,low,Clear
4872,2026-05-28,Whitefield,23,high,Clear
4873,2026-05-29,Whitefield,0,low,Clear
4874,2026-05-29,Whitefield,1,low,Clear
4875,2026-05-29,Whitefield,2,low,Cloudy
4876,2026-05-29,Whitefield,3,low,Clear
4877,2026-05-29,Whitefield,4,low,Rain
4878,2026-05-29,Whitefield,5,low,Clear
4879,2026-05-29,Whitefield,6,low,Cloudy
4880,2026-05-29,Whitefield,7,low,Clear
4881,2026-05-29,Whitefield,8,high,Clear
4882,2026-05-29,Whitefield,9,high,Cloudy
4883,2026-05-29,Whitefield,10,high,Clear
4884,2026-05-29,Whitefield,11,medium,Rain
4885,2026-05-29,Whitefield,12,high,Clear
4886,2026-05-29,Whitefield,13,high,Clear
4887,2026-05-29,Whitefield,14,low,Clear
4888,2026-05-29,Whitefield,15,medium,Clear
4889,2026-05-29,Whitefield,16,medium,Cloudy
4890,2026-05-29,Whitefield,17,low,Clear
4891,2026-05-29,Whitefield,18,medium,Clear
4892,2026-05-29,Whitefield,19,high,Cloudy
4893,2026-05-29,Whitefield,20,high,Rain
4894,2026-05-29,Whitefield,21,low,Clear
4895,2026-05-29,Whitefield,22,medium,Clear
4896,2026-05-29,Whitefield,23,low,Clear
4897,2026-05-30,Whitefield,0,low,Clear
4898,2026-05-30,Whitefield,1,low,Clear
4899,2026-05-30,Whitefield,2,medium,Clear
4900,2026-05-30,Whitefield,3,low,Cloudy
4901,2026-05-30,Whitefield,4,low,Clear
4902,2026-05-30,Whitefield,5,low,Clear
4903,2026-05-30,Whitefield,6,medium,Rain
4904,2026-05-30,Whitefield,7,medium,Clear
4905,2026-05-30,Whitefield,8,high,Clear
4906,2026-05-30,Whitefield,9,low,Rain
4907,2026-05-30,Whitefield,10,low,Rain
4908,2026-05-30,Whitefield,11,high,Clear
4909,2026-05-30,Whitefield,12,high,Clear
4910,2026-05-30,Whitefield,13,medium,Clear
4911,2026-05-30,Whitefield,14,medium,Rain
4912,2026-05-30,Whitefield,15,medium,Clear
4913,2026-05-30,Whitefield,16,medium,Rain
4914,2026-05-30,Whitefield,17,medium,Clear
4915,2026-05-30,Whitefield,18,high,Clear
4916,2026-05-30,Whitefield,19,high,Cloudy
4917,2026-05-30,Whitefield,20,medium,Cloudy
4918,2026-05-30,Whitefield,21,medium,Clear
4919,2026-05-30,Whitefield,22,high,Clear
4920,2026-05-30,Whitefield,23,medium,Rain
4921,2026-05-31,Whitefield,0,medium,Cloudy
4922,2026-05-31,Whitefield,1,low,Clear
4923,2026-05-31,Whitefield,2,low,Clear
4924,2026-05-31,Whitefield,3,medium,Clear
4925,2026-05-31,Whitefield,4,low,Clear
4926,2026-05-31,Whitefield,5,low,Cloudy
4927,2026-05-31,Whitefield,6,low,Clear
4928,2026-05-31,Whitefield,7,high,Clear
4929,2026-05-31,Whitefield,8,low,Clear
4930,2026-05-31,Whitefield,9,low,Clear
4931,2026-05-31,Whitefield,10,high,Clear
4932,2026-05-31,Whitefield,11,high,Rain
4933,2026-05-31,Whitefield,12,high,Clear
4934,2026-05-31,Whitefield,13,high,Clear
4935,2026-05-31,Whitefield,14,high,Clear
4936,2026-05-31,Whitefield,15,low,Clear
4937,2026-05-31,Whitefield,16,low,Clear
4938,2026-05-31,Whitefield,17,medium,Clear
4939,2026-05-31,Whitefield,18,low,Clear
4940,2026-05-31,Whitefield,19,high,Clear
4941,2026-05-31,Whitefield,20,high,Clear
4942,2026-05-31,Whitefield,21,medium,Cloudy
4943,2026-05-31,Whitefield,22,low,Clear
4944,2026-05-31,Whitefield,23,high,Rain
4945,2026-06-01,Whitefield,0,low,Clear
4946,2026-06-01,Whitefield,1,low,Clear
4947,2026-06-01,Whitefield,2,medium,Clear
4948,2026-06-01,Whitefield,3,low,Clear
4949,2026-06-01,Whitefield,4,low,Clear
4950,2026-06-01,Whitefield,5,medium,Clear
4951,2026-06-01,Whitefield,6,low,Clear
4952,2026-06-01,Whitefield,7,low,Clear
4953,2026-06-01,Whitefield,8,high,Clear
4954,2026-06-01,Whitefield,9,high,Clear
4955,2026-06-01,Whitefield,10,low,Clear
4956,2026-06-01,Whitefield,11,low,Cloudy
4957,2026-06-01,Whitefield,12,low,Clear
4958,2026-06-01,Whitefield,13,high,Cloudy
4959,2026-06-01,Whitefield,14,low,Clear
4960,2026-06-01,Whitefield,15,low,Clear
4961,2026-06-01,Whitefield,16,low,Cloudy
4962,2026-06-01,Whitefield,17,medium,Clear
4963,2026-06-01,Whitefield,18,high,Clear
4964,2026-06-01,Whitefield,19,high,Cloudy
4965,2026-06-01,Whitefield,20,high,Cloudy
4966,2026-06-01,Whitefield,21,high,Clear
4967,2026-06-01,Whitefield,22,low,Clear
4968,2026-06-01,Whitefield,23,low,Clear
4969,2026-06-02,Whitefield,0,low,Clear
4970,2026-06-02,Whitefield,1,medium,Clear
4971,2026-06-02,Whitefield,2,medium,Clear
4972,2026-06-02,Whitefield,3,low,Clear
4973,2026-06-02,Whitefield,4,low,Clear
4974,2026-06-02,Whitefield,5,low,Clear
4975,2026-06-02,Whitefield,6,medium,Clear
4976,2026-06-02,Whitefield,7,medium,Clear
4977,2026-06-02,Whitefield,8,low,Clear
4978,2026-06-02,Whitefield,9,low,Clear
4979,2026-06-02,Whitefield,10,medium,Rain
4980,2026-06-02,Whitefield,11,medium,Clear
4981,2026-06-02,Whitefield,12,high,Clear
4982,2026-06-02,Whitefield,13,high,Clear
4983,2026-06-02,Whitefield,14,medium,Clear
4984,2026-06-02,Whitefield,15,medium,Clear
4985,2026-06-02,Whitefield,16,medium,Clear
4986,2026-06-02,Whitefield,17,low,Cloudy
4987,2026-06-02,Whitefield,18,high,Clear
4988,2026-06-02,Whitefield,19,high,Clear
4989,2026-06-02,Whitefield,20,high,Rain
4990,2026-06-02,Whitefield,21,high,Clear
4991,2026-06-02,Whitefield,22,low,Clear
4992,2026-06-02,Whitefield,23,low,Cloudy
4993,2026-06-03,Whitefield,0,medium,Clear
4994,2026-06-03,Whitefield,1,low,Clear
4995,2026-06-03,Whitefield,2,low,Rain
4996,2026-06-03,Whitefield,3,low,Clear
4997,2026-06-03,Whitefield,4,low,Rain
4998,2026-06-03,Whitefield,5,low,Cloudy
4999,2026-06-03,Whitefield,6,high,Cloudy
5000,2026-06-03,Whitefield,7,low,Clear
5001,2026-06-03,Whitefield,8,low,Clear
5002,2026-06-03,Whitefield,9,low,Clear
5003,2026-06-03,Whitefield,10,medium,Cloudy
5004,2026-06-03,Whitefield,11,low,Clear
5005,2026-06-03,Whitefield,12,high,Rain
5006,2026-06-03,Whitefield,13,high,Clear
5007,2026-06-03,Whitefield,14,high,Clear
5008,2026-06-03,Whitefield,15,medium,Clear
5009,2026-06-03,Whitefield,16,low,Clear
5010,2026-06-03,Whitefield,17,low,Clear
5011,2026-06-03,Whitefield,18,medium,Clear
5012,2026-06-03,Whitefield,19,high,Clear
5013,2026-06-03,Whitefield,20,high,Clear
5014,2026-06-03,Whitefield,21,high,Cloudy
5015,2026-06-03,Whitefield,22,medium,Clear
5016,2026-06-03,Whitefield,23,low,Cloudy
5017,2026-06-04,Whitefield,0,medium,Cloudy
5018,2026-06-04,Whitefield,1,low,Clear
5019,2026-06-04,Whitefield,2,medium,Clear
5020,2026-06-04,Whitefield,3,low,Clear
5021,2026-06-04,Whitefield,4,medium,Clear
5022,2026-06-04,Whitefield,5,low,Clear
5023,2026-06-04,Whitefield,6,medium,Clear
5024,2026-06-04,Whitefield,7,low,Clear
5025,2026-06-04,Whitefield,8,medium,Cloudy
5026,2026-06-04,Whitefield,9,high,Clear
5027,2026-06-04,Whitefield,10,high,Clear
5028,2026-06-04,Whitefield,11,medium,Clear
5029,2026-06-04,Whitefield,12,high,Rain
5030,2026-06-04,Whitefield,13,high,Clear
5031,2026-06-04,Whitefield,14,low,Clear
5032,2026-06-04,Whitefield,15,medium,Clear
5033,2026-06-04,Whitefield,16,low,Clear
5034,2026-06-04,Whitefield,17,medium,Rain
5035,2026-06-04,Whitefield,18,high,Cloudy
5036,2026-06-04,Whitefield,19,high,Rain
5037,2026-06-04,Whitefield,20,high,Clear
5038,2026-06-04,Whitefield,21,high,Clear
5039,2026-06-04,Whitefield,22,low,Clear
5040,2026-06-04,Whitefield,23,low,Cloudy
5041,2026-06-05,Whitefield,0,low,Clear
5042,2026-06-05,Whitefield,1,low,Clear
5043,2026-06-05,Whitefield,2,low,Clear
5044,2026-06-05,Whitefield,3,low,Clear
5045,2026-06-05,Whitefield,4,low,Clear
5046,2026-06-05,Whitefield,5,low,Clear
5047,2026-06-05,Whitefield,6,low,Rain
5048,2026-06-05,Whitefield,7,high,Clear
5049,2026-06-05,Whitefield,8,medium,Clear
5050,2026-06-05,Whitefield,9,low,Clear
5051,2026-06-05,Whitefield,10,high,Clear
5052,2026-06-05,Whitefield,11,high,Clear
5053,2026-06-05,Whitefield,12,high,Clear
5054,2026-06-05,Whitefield,13,medium,Clear
5055,2026-06-05,Whitefield,14,low,Clear
5056,2026-06-05,Whitefield,15,low,Clear
5057,2026-06-05,Whitefield,16,medium,Clear
5058,2026-06-05,Whitefield,17,low,Clear
5059,2026-06-05,Whitefield,18,medium,Clear
5060,2026-06-05,Whitefield,19,low,Rain
5061,2026-06-05,Whitefield,20,low,Clear
5062,2026-06-05,Whitefield,21,high,Clear
5063,2026-06-05,Whitefield,22,low,Rain
5064,2026-06-05,Whitefield,23,medium,Rain
5065,2026-06-06,Whitefield,0,low,Clear
5066,2026-06-06,Whitefield,1,high,Clear
5067,2026-06-06,Whitefield,2,low,Clear
5068,2026-06-06,Whitefield,3,low,Clear
5069,2026-06-06,Whitefield,4,low,Clear
5070,2026-06-06,Whitefield,5,low,Clear
5071,2026-06-06,Whitefield,6,low,Clear
5072,2026-06-06,Whitefield,7,high,Clear
5073,2026-06-06,Whitefield,8,medium,Rain
5074,2026-06-06,Whitefield,9,medium,Clear
5075,2026-06-06,Whitefield,10,high,Clear
5076,2026-06-06,Whitefield,11,high,Clear
5077,2026-06-06,Whitefield,12,medium,Clear
5078,2026-06-06,Whitefield,13,high,Clear
5079,2026-06-06,Whitefield,14,low,Clear
5080,2026-06-06,Whitefield,15,high,Rain
5081,2026-06-06,Whitefield,16,medium,Clear
5082,2026-06-06,Whitefield,17,medium,Clear
5083,2026-06-06,Whitefield,18,high,Clear
5084,2026-06-06,Whitefield,19,high,Clear
5085,2026-06-06,Whitefield,20,high,Clear
5086,2026-06-06,Whitefield,21,high,Clear
5087,2026-06-06,Whitefield,22,medium,Clear
5088,2026-06-06,Whitefield,23,low,Clear
5089,2026-06-07,Whitefield,0,low,Clear
5090,2026-06-07,Whitefield,1,low,Clear
5091,2026-06-07,Whitefield,2,low,Clear
5092,2026-06-07,Whitefield,3,low,Clear
5093,2026-06-07,Whitefield,4,low,Clear
5094,2026-06-07,Whitefield,5,medium,Cloudy
5095,2026-06-07,Whitefield,6,low,Clear
5096,2026-06-07,Whitefield,7,medium,Clear
5097,2026-06-07,Whitefield,8,low,Cloudy
5098,2026-06-07,Whitefield,9,low,Cloudy
5099,2026-06-07,Whitefield,10,medium,Rain
5100,2026-06-07,Whitefield,11,low,Clear
5101,2026-06-07,Whitefield,12,high,Clear
5102,2026-06-07,Whitefield,13,medium,Clear
5103,2026-06-07,Whitefield,14,low,Clear
5104,2026-06-07,Whitefield,15,medium,Clear
5105,2026-06-07,Whitefield,16,low,Clear
5106,2026-06-07,Whitefield,17,high,Clear
5107,2026-06-07,Whitefield,18,medium,Clear
5108,2026-06-07,Whitefield,19,high,Rain
5109,2026-06-07,Whitefield,20,high,Clear
5110,2026-06-07,Whitefield,21,high,Clear
5111,2026-06-07,Whitefield,22,medium,Clear
5112,2026-06-07,Whitefield,23,high,Clear
5113,2026-06-08,Whitefield,0,low,Clear
5114,2026-06-08,Whitefield,1,low,Rain
5115,2026-06-08,Whitefield,2,low,Clear
5116,2026-06-08,Whitefield,3,low,Clear
5117,2026-06-08,Whitefield,4,medium,Clear
5118,2026-06-08,Whitefield,5,low,Clear
5119,2026-06-08,Whitefield,6,medium,Clear
5120,2026-06-08,Whitefield,7,high,Clear
5121,2026-06-08,Whitefield,8,medium,Clear
5122,2026-06-08,Whitefield,9,medium,Clear
5123,2026-06-08,Whitefield,10,low,Cloudy
5124,2026-06-08,Whitefield,11,low,Rain
5125,2026-06-08,Whitefield,12,high,Clear
5126,2026-06-08,Whitefield,13,high,Clear
5127,2026-06-08,Whitefield,14,low,Clear
5128,2026-06-08,Whitefield,15,high,Clear
5129,2026-06-08,Whitefield,16,medium,Clear
5130,2026-06-08,Whitefield,17,high,Clear
5131,2026-06-08,Whitefield,18,high,Clear
5132,2026-06-08,Whitefield,19,high,Cloudy
5133,2026-06-08,Whitefield,20,high,Clear
5134,2026-06-08,Whitefield,21,high,Clear
5135,2026-06-08,Whitefield,22,low,Clear
5136,2026-06-08,Whitefield,23,low,Clear
5137,2026-06-09,Whitefield,0,high,Clear
5138,2026-06-09,Whitefield,1,medium,Clear
5139,2026-06-09,Whitefield,2,low,Rain
5140,2026-06-09,Whitefield,3,low,Clear
5141,2026-06-09,Whitefield,4,low,Clear
5142,2026-06-09,Whitefield,5,medium,Rain
5143,2026-06-09,Whitefield,6,low,Clear
5144,2026-06-09,Whitefield,7,medium,Clear
5145,2026-06-09,Whitefield,8,medium,Clear
5146,2026-06-09,Whitefield,9,medium,Clear
5147,2026-06-09,Whitefield,10,low,Clear
5148,2026-06-09,Whitefield,11,medium,Cloudy
5149,2026-06-09,Whitefield,12,high,Clear
5150,2026-06-09,Whitefield,13,low,Rain
5151,2026-06-09,Whitefield,14,high,Rain
5152,2026-06-09,Whitefield,15,low,Cloudy
5153,2026-06-09,Whitefield,16,low,Clear
5154,2026-06-09,Whitefield,17,high,Clear
5155,2026-06-09,Whitefield,18,high,Clear
5156,2026-06-09,Whitefield,19,high,Clear
5157,2026-06-09,Whitefield,20,high,Clear
5158,2026-06-09,Whitefield,21,high,Clear
5159,2026-06-09,Whitefield,22,medium,Clear
5160,2026-06-09,Whitefield,23,medium,Clear
5161,2026-06-10,Whitefield,0,low,Clear
5162,2026-06-10,Whitefield,1,high,Clear
5163,2026-06-10,Whitefield,2,low,Clear
5164,2026-06-10,Whitefield,3,low,Clear
5165,2026-06-10,Whitefield,4,low,Cloudy
5166,2026-06-10,Whitefield,5,low,Clear
5167,2026-06-10,Whitefield,6,low,Clear
5168,2026-06-10,Whitefield,7,low,Rain
5169,2026-06-10,Whitefield,8,low,Clear
5170,2026-06-10,Whitefield,9,low,Cloudy
5171,2026-06-10,Whitefield,10,low,Clear
5172,2026-06-10,Whitefield,11,low,Clear
5173,2026-06-10,Whitefield,12,high,Clear
5174,2026-06-10,Whitefield,13,high,Cloudy
5175,2026-06-10,Whitefield,14,medium,Clear
5176,2026-06-10,Whitefield,15,medium,Clear
5177,2026-06-10,Whitefield,16,low,Rain
5178,2026-06-10,Whitefield,17,medium,Clear
5179,2026-06-10,Whitefield,18,high,Clear
5180,2026-06-10,Whitefield,19,medium,Clear
5181,2026-06-10,Whitefield,20,high,Cloudy
5182,2026-06-10,Whitefield,21,high,Cloudy
5183,2026-06-10,Whitefield,22,low,Clear
5184,2026-06-10,Whitefield,23,high,Clear
5185,2026-06-11,Whitefield,0,low,Clear
5186,2026-06-11,Whitefield,1,low,Cloudy
5187,2026-06-11,Whitefield,2,low,Clear
5188,2026-06-11,Whitefield,3,high,Clear
5189,2026-06-11,Whitefield,4,low,Clear
5190,2026-06-11,Whitefield,5,medium,Rain
5191,2026-06-11,Whitefield,6,medium,Clear
5192,2026-06-11,Whitefield,7,low,Cloudy
5193,2026-06-11,Whitefield,8,high,Clear
5194,2026-06-11,Whitefield,9,low,Cloudy
5195,2026-06-11,Whitefield,10,high,Cloudy
5196,2026-06-11,Whitefield,11,high,Clear
5197,2026-06-11,Whitefield,12,high,Clear
5198,2026-06-11,Whitefield,13,low,Clear
5199,2026-06-11,Whitefield,14,medium,Clear
5200,2026-06-11,Whitefield,15,medium,Clear
5201,2026-06-11,Whitefield,16,low,Clear
5202,2026-06-11,Whitefield,17,low,Clear
5203,2026-06-11,Whitefield,18,high,Clear
5204,2026-06-11,Whitefield,19,medium,Clear
5205,2026-06-11,Whitefield,20,high,Clear
5206,2026-06-11,Whitefield,21,high,Rain
5207,2026-06-11,Whitefield,22,low,Clear
5208,2026-06-11,Whitefield,23,high,Rain
5209,2026-06-12,Whitefield,0,low,Clear
5210,2026-06-12,Whitefield,1,low,Clear
5211,2026-06-12,Whitefield,2,low,Clear
5212,2026-06-12,Whitefield,3,low,Clear
5213,2026-06-12,Whitefield,4,low,Rain
5214,2026-06-12,Whitefield,5,low,Rain
5215,2026-06-12,Whitefield,6,low,Rain
5216,2026-06-12,Whitefield,7,low,Clear
5217,2026-06-12,Whitefield,8,medium,Clear
5218,2026-06-12,Whitefield,9,high,Clear
5219,2026-06-12,Whitefield,10,low,Clear
5220,2026-06-12,Whitefield,11,medium,Clear
5221,2026-06-12,Whitefield,12,high,Rain
5222,2026-06-12,Whitefield,13,high,Cloudy
5223,2026-06-12,Whitefield,14,low,Clear
5224,2026-06-12,Whitefield,15,low,Clear
5225,2026-06-12,Whitefield,16,medium,Cloudy
5226,2026-06-12,Whitefield,17,medium,Cloudy
5227,2026-06-12,Whitefield,18,high,Cloudy
5228,2026-06-12,Whitefield,19,high,Clear
5229,2026-06-12,Whitefield,20,medium,Clear
5230,2026-06-12,Whitefield,21,low,Clear
5231,2026-06-12,Whitefield,22,medium,Clear
5232,2026-06-12,Whitefield,23,high,Cloudy
5233,2026-06-13,Whitefield,0,low,Clear
5234,2026-06-13,Whitefield,1,low,Clear
5235,2026-06-13,Whitefield,2,low,Clear
5236,2026-06-13,Whitefield,3,low,Cloudy
5237,2026-06-13,Whitefield,4,medium,Clear
5238,2026-06-13,Whitefield,5,low,Clear
5239,2026-06-13,Whitefield,6,low,Clear
5240,2026-06-13,Whitefield,7,medium,Clear
5241,2026-06-13,Whitefield,8,low,Clear
5242,2026-06-13,Whitefield,9,medium,Clear
5243,2026-06-13,Whitefield,10,low,Rain
5244,2026-06-13,Whitefield,11,low,Cloudy
5245,2026-06-13,Whitefield,12,high,Clear
5246,2026-06-13,Whitefield,13,medium,Clear
5247,2026-06-13,Whitefield,14,low,Clear
5248,2026-06-13,Whitefield,15,medium,Clear
5249,2026-06-13,Whitefield,16,medium,Clear
5250,2026-06-13,Whitefield,17,low,Clear
5251,2026-06-13,Whitefield,18,low,Clear
5252,2026-06-13,Whitefield,19,high,Clear
5253,2026-06-13,Whitefield,20,high,Clear
5254,2026-06-13,Whitefield,21,high,Clear
5255,2026-06-13,Whitefield,22,medium,Clear
5256,2026-06-13,Whitefield,23,low,Clear
5257,2026-06-14,Whitefield,0,low,Clear
5258,2026-06-14,Whitefield,1,low,Clear
5259,2026-06-14,Whitefield,2,low,Clear
5260,2026-06-14,Whitefield,3,low,Clear
5261,2026-06-14,Whitefield,4,low,Clear
5262,2026-06-14,Whitefield,5,medium,Clear
5263,2026-06-14,Whitefield,6,medium,Rain
5264,2026-06-14,Whitefield,7,medium,Clear
5265,2026-06-14,Whitefield,8,high,Clear
5266,2026-06-14,Whitefield,9,medium,Rain
5267,2026-06-14,Whitefield,10,high,Clear
5268,2026-06-14,Whitefield,11,medium,Clear
5269,2026-06-14,Whitefield,12,medium,Clear
5270,2026-06-14,Whitefield,13,high,Clear
5271,2026-06-14,Whitefield,14,low,Clear
5272,2026-06-14,Whitefield,15,medium,Rain
5273,2026-06-14,Whitefield,16,high,Clear
5274,2026-06-14,Whitefield,17,high,Cloudy
5275,2026-06-14,Whitefield,18,medium,Clear
5276,2026-06-14,Whitefield,19,high,Clear
5277,2026-06-14,Whitefield,20,high,Clear
5278,2026-06-14,Whitefield,21,high,Clear
5279,2026-06-14,Whitefield,22,low,Cloudy
5280,2026-06-14,Whitefield,23,low,Cloudy
5281,2026-06-15,Whitefield,0,low,Cloudy
5282,2026-06-15,Whitefield,1,low,Clear
5283,2026-06-15,Whitefield,2,low,Clear
5284,2026-06-15,Whitefield,3,medium,Clear
5285,2026-06-15,Whitefield,4,medium,Clear
5286,2026-06-15,Whitefield,5,low,Rain
5287,2026-06-15,Whitefield,6,low,Clear
5288,2026-06-15,Whitefield,7,high,Cloudy
5289,2026-06-15,Whitefield,8,high,Cloudy
5290,2026-06-15,Whitefield,9,low,Rain
5291,2026-06-15,Whitefield,10,medium,Cloudy
5292,2026-06-15,Whitefield,11,medium,Clear
5293,2026-06-15,Whitefield,12,high,Clear
5294,2026-06-15,Whitefield,13,low,Cloudy
5295,2026-06-15,Whitefield,14,high,Clear
5296,2026-06-15,Whitefield,15,medium,Clear
5297,2026-06-15,Whitefield,16,medium,Clear
5298,2026-06-15,Whitefield,17,high,Clear
5299,2026-06-15,Whitefield,18,high,Clear
5300,2026-06-15,Whitefield,19,low,Clear
5301,2026-06-15,Whitefield,20,medium,Clear
5302,2026-06-15,Whitefield,21,high,Cloudy
5303,2026-06-15,Whitefield,22,medium,Clear
5304,2026-06-15,Whitefield,23,medium,Cloudy
5305,2026-06-16,Whitefield,0,low,Cloudy
5306,2026-06-16,Whitefield,1,low,Rain
5307,2026-06-16,Whitefield,2,low,Clear
5308,2026-06-16,Whitefield,3,low,Clear
5309,2026-06-16,Whitefield,4,medium,Cloudy
5310,2026-06-16,Whitefield,5,low,Clear
5311,2026-06-16,Whitefield,6,low,Clear
5312,2026-06-16,Whitefield,7,medium,Cloudy
5313,2026-06-16,Whitefield,8,high,Clear
5314,2026-06-16,Whitefield,9,high,Clear
5315,2026-06-16,Whitefield,10,low,Clear
5316,2026-06-16,Whitefield,11,medium,Clear
5317,2026-06-16,Whitefield,12,medium,Clear
5318,2026-06-16,Whitefield,13,medium,Cloudy
5319,2026-06-16,Whitefield,14,medium,Rain
5320,2026-06-16,Whitefield,15,medium,Clear
5321,2026-06-16,Whitefield,16,medium,Cloudy
5322,2026-06-16,Whitefield,17,medium,Cloudy
5323,2026-06-16,Whitefield,18,medium,Clear
5324,2026-06-16,Whitefield,19,high,Rain
5325,2026-06-16,Whitefield,20,high,Clear
5326,2026-06-16,Whitefield,21,high,Rain
5327,2026-06-16,Whitefield,22,high,Clear
5328,2026-06-16,Whitefield,23,low,Cloudy
